raw_text,language,event_date
"slam computer vision programmer position details:industry: telecom / wirelessjob title: slam computer vision programmerlocation: warren, nj - 07059duration: 6+ months (high chances to get extension)requiredar development experience published ar apps experience with slam tracking algorithms (simultaneous location mapping)computer vision programming experiencec/c++experience implementing/integrating with vuforia / ar toolkitshould you have any questions, please feel free to reach me at 973-637-1978 you can email me at deeksha.mathur@collabera.com","go,c,c++",2025
"full stack engineer local nyc candidateswe cannot sponsor visas at this timeminimum of 2 years of experiencein this role: you will work as part of a scrum team in an agile environmentyou will build maintain the portal architecture; from our static angular front end through to our restful python apiyou will develop new commercial features from our product backlogyou will prototype new ideas explore new solutions to challenges be responsible for implementing them requirements2+ years experience as a software engineerexpert-level understanding of python javascriptstrong relational database skills (mysql a plus)you are smart able to dependably get things donebs in computer science related fieldbonus pointsyou have experience with data-binding javascript frameworks (we use angular.js)you have familiarity experience building ecommerce platformsyou are comfortable in a fast-paced agile environmentyou have experience with continuous delivery, test automation","python,javascript",2025
"java developer/front end/ui/ux/mobile several roles with direct client located in basking ridge, nj java developer with strong technical background in java web/mobile development (angularjs, html/css, javascript, spring), soa/integration frameworks, agile/scrum working experience. also, need to have good communication (written & oral) skills, be a team player. prefer to have healthcare domain developing crm applications (with platforms like salesforce).front end web developer:*develop new user-facing features*ensure the technical feasibility of ui / ux designs*optimize application for maximum speed scalability*assure that all user input is validated before submitting to back-end*collaborate with other team members stakeholdersrequired skills:*5+ years of experience developing cross-platform, multi-browser compatible, dynamic applications for web / mobile*5+ years of experience with html, css, javascript*strong understanding of performance tuning*agile / scrum experience*angular js experiencepreferred qualifications:*bachelor*s degree better*aem/cq5 experience*grunt experience*less experience*sass experience*jenkins experience*experience with continuous integration*experience with acceptance test driven development (atdd).",javascript,2025
"senior system programmer reporting to the associate director of the x86 platform group within enterprise infrastructure, the senior systems programmer is a mid-level, professional position responsible for the technical support of server operating systems, hardware, networks systems monitoring applications. this is a technical position that provides services in the support of enterprise applications for the university community. systems supported are located in the enterprise infrastructure data centers along with remote systems housed offsite in montclair state sungard availability service (philadelphia). the incumbent possesses leverages knowledge of server hardware technologies, operating systems, network, security system monitoring technologies.bachelor’s degree in computer science, information systems related discipline. equivalent education, experience / training may be substituted for the degree requirements. five (5) years experience delivering server operating system(s) administration, networking, monitoring, hardware application support, preferably in a customer service based organization. must be able to provide administration of an active directory environment (to include file/print services) the ability to provision maintain a high availability virtual infrastructure, specifically using vmware technology toolsets. a high level of expertise in multiple system environments, with emphasis in windows operating system linux-based systems. must have systems programming performance optimization experience. ability to provision virtual machines in an enterprise managed environment. ability to use toolsets such as the following to perform tasks: sciencelogic, windows system center, vcenter, nagios, splunk, salt, spacewalk, etc. strong troubleshooting debugging skills. effective oral & written communication skills. good judgment decision-making ability. ability to work independently with minimal supervision. ability to gather project requirements/specifications, write intricate systems documentation, create execute a project plan, work effectively as a team member team leader, as required. excellent understanding of tcp/ip networks, firewalls, load balancers, security tools concepts (vpns, ids/ips, ssl, etc.) general knowledge to include database concepts, storage backup systems. experience in managing customer relations, service level expectations/agreements, change problem management. demonstrated interpersonal skills for a service-oriented environment. ability to travel to multiple campus locations as required.standing, sitting, walking, talking hearing. visual acuity to perform activities such as: viewing a computer terminal, reading, analyzing written information/data, etc. ability to exert lift up to 25 lbs.office environment. moderate noise.rutgers, the state university of new jersey, chartered in 1766 is the eighth oldest institution of higher learning in the country one of the nation's leading state universities. with more than 65,000 students 24,400 faculty staff, rutgers is committed to the very highest standards of teaching, research, service to society. rutgers has 33 degree-granting units, offering over 100 undergraduate majors, 200 graduate programs degrees, is a member of the prestigious association of american universities. our faculty generate cutting-edge research that resonates around the globe are committed to providing the unique educational opportunities that only a research university can offer. faculty staff together create a supportive challenging learning environment for a highly talented diverse student body, who will become tomorrow's leaders actively engaged citizens.rutgers university's office of information technology its divisions support critical systems, applications networks while offering employees many opportunities for growth professional development. to meet the strategic goals of the university, our employees are working to improve services for students, faculty staff.as one of new jersey's major employers, rutgers offers competitive salaries comprehensive benefits packages, including health benefits programs, retirement insurance plans, liberal paid time off, tuition remission for employees their children. an extensive educational development program is available with classes ranging from defensive driving to certificates in management.consider joining this truly distinctive academic community called rutgers.applicants must apply online. select ""apply now"" at the top of the page.rutgers is an affirmative action/equal opportunity employerrutgers university office of information techweb:",go,2025
"core java developer synechron is a recognized leader expert in building business value for global financial services, is currently searching for core java developers with expertise in building applications in soa micro-services architecture. required skills8+ years of experience in java development with at least 6+ years working with core java java framework development.experience with development of applications with soa / micro-services architectureexperience with backend development designstrong messaging experience using mq, tibco, jboss jmsstrong with design patterns, data structures collections servletsexpertise in financial product development involved in commodities, stocks, bonds, interest rates currencies..synechron is a recognized leader expert in building business value for global financial services fortune 500 companies. with offices in usa, canada, uk, the netherlands, uae, india, singapore, hong kong japan, we provide strategy, architecture, bpm, design solutions professional services for the implementation of enterprise level data warehouses, data delivery transactional systems. our staff of 4500+ employees includes industry-recognized published experts in enterprise architecture, information management, data warehousing, integration architecture, web services business intelligences",java,2025
"python developer systematic trading well established buy side firm seeks an experienced python developer to join a small team responsible for development of their proprietary quantitative systematic equity trading system. will also be involved with back testing trading strategies. this is a hands on position will be involved with design through implementation. position requires strong python development experience at either a junior senior level with familiarity with storage solutions for tick data with either one tick kdb/q. experience with a prop trading desk would be preferred but not required. if you are a suitable candidate, you can expect:- a follow-up call to further discuss the position, your interests expertise.- your resume will be sent to our client(s) only after we obtain your approval. key words: python, kdb/q, one tick, systematic trading please refer to job # 22347 send attached resume to tim@analyticrecruiting.com",python,2025
"scientist electochemistry specific requirements:this position is for an electrochemist a chemist chemical engineer with strong fundamental knowledge ofelectrochemistry principles. job functions include developing electrochemical technologies within an r&dorganization focused on water purification treatment devices some technical support. the candidate willreport to the manager of technology development, but work closely in a matrix organization with engineers,scientists, technicians on project based teams.the ideal candidate will have direct experience working with electro-catalytic coatings other electrochemicaltechnologies such as fuel cells electrolytic electro-membrane processes. strong technical knowledge,aptitude communication skills are essential. the position will require a significant amount of hands on labwork as well as the organization presentation of results report writing. in addition, some team memberswill be remotely located so some travel will be required. the candidate will also need strong organizational andleadership skills to coordinate efforts of a geographically diverse team.•conduct quality control tests.•maintain laboratory instruments to ensure proper working order troubleshoot malfunctions when needed.•write technical papers reports prepare standards specifications for processes, facilities, products, ortests.•prepare test solutions, compounds, reagents for laboratory personnel to conduct tests.•compile analyze test information to determine process equipment operating efficiency to diagnosemalfunctions.•evaluate laboratory safety procedures to ensure compliance with standards to make improvements asneeded.•coordinate advise personnel in test procedures for analyzing components physical properties of materials.•develop, improve, customize products, equipment, formulas, processes, analytical methods.•confer with scientists engineers to conduct analyses of research projects, interpret test results, developnonstandard tests. purchase laboratory supplies, such as chemicals, when supplies are low near their expiration date.experience education:b.s., m.s., phd in chemistry, electrochemistry, chemical engineeringexperience:typically5-8 years of successful experience in related field. advanced degree may substitute forexperience where applicable.travel: 10-30% (mostly domestic)",javascript,2025
"opencv / c++ computer vision engineer position details:industry: telecom / wirelessjob title: opencv / c++ computer vision engineerlocation: warren, nj - 07059duration: 6+ months (high chances to get extension)requiredfive more years of experience working with video technologies.must be proficient with development using opencvmust be proficient with c++ ooad design.knowledge of cuda opencl will be a plus.prior knowledge of video stitching using opencv is a big plus.source code management using gitversatile with using using linux os shell scripting.ideal candidate would be a good team player work with the team to help add new functionality to the current system, help maintain the code, help with testing during development cycles.should you have any questions, please feel free to reach me at 973-637-1978 you can email me at deeksha.mathur@collabera.com",c,2025
"senior front end developer senior front end developerresponsibilities develop web based applications for shudder docclub service using html/css/javascript work in a agile scrum team. participate in all agile ceremonies. work closely with the scrum master to estimate effort of new features track progress. produce low level technical designs for new features support qa team with isolating, fixing defects work with design product team to give feedback on feasibility on new app designs stays abreast of the latest technologies available in the world of web development. is courageous will try using new technologies that will be a source of competitive advantage for our products. knows how to find the right balance between evangelism output skills 3+ years experience with front end web development in html/css/js. strong javascript knowledge experience with one more javascript frameworks such as jquery, angularjs react. strong knowledge of modern web standards, accessibility, responsive adaptive development along with understanding how browsers work under the hood. expert knowledge of modern html css frameworks at least one framework such as sass/scss/less. experience working in enterprise product architecture using tools such as npm, nodejs, bower / grunt experience developing consumer facing scalable websites applications. experience working with others in a cross-functional team such as designers, ux, qa project managers. a talented problem solver who knows how to isolate, debug complex software problems experience working in an agile software development environment using scrum kanban experience working with online collaboration tools such as atlassian tools (confluence, jira etc) experience working with testing frameworks such as jasmine/qunit/chai/mocha/karma are a plus. experience with developing apps that use rest api's has an software/computer engineering computer science degree excellent communication/collaboration skills. has worked in a startup environment is comfortable with ambiguity. is humble, will roll up their sleeves take on any task that will help the team succeed. has a strong track record of academic successfor more information please contact erica johns at 800-709-4740 ext 266.since 1995, itech solutions inc., has been providing it consulting direct hire services to the insurance, financial, communications, manufacturing government sectors with local offices in connecticut, minnesota, colorado, massachusetts, tennessee, new jersey / pennsylvania area. our recruiting strategy is simple, if you want to find qualified it professionals then use it professionals to find them. so at itech solutions, our personnel are all career it professionals with a wide range of it experience. we can honestly say our staff understands the technologies, the complexities of finding selecting the appropriate personnel the pressures of running successful it projects.",javascript,2025
"python developer hedge fund python developer – hedge fund established hedge fund firm seeks a python developer to be part of a small team that develops supports research trading applications. will interact with quantitative modelers, trading other systems groups be exposed to cutting edge technologies. position requires strong programming skills in python (numpy, pandas). familiarly with distributed computing, messaging, c++ preferred. key words: python, numpy, pandas please refer to job #22008 send ms word attached resume to tim@analyticrecruiting.com if you are a suitable candidate, you can expect:a follow-up call to further discuss the position, your interests expertise.your resume will be sent to our client(s) only after we obtain your approval.",python,2025
"lead java architect interview tomorrowhere is a list of job skills that would be desirable. unlikely that we will find someone with all these skills, but strong core java, spring, application servers like jboss, familiarity with unix shell scripting are essential, some front-end experience like html, css, jsf, jquery, etc., important skills:* java, j2ee, unix/linux, pl/sql, data structures, design patterns, algorithms optimizations, encryption, object-oriented design* front-end development using javascript, jsp, jsf, html, ajax, css, http, frameworks libraries such as jquery, bootstrap, javascript frameworks, ext js, kendo * experience with spring, mvc, struts, jpa hibernate technologies.* experience in jboss, apache, tomcat servers* expertise in service oriented design & implementing restful apis, soap, wsdl, xsd, json, web services xml, xpath* strong knowledge working experience in relational database technology: sql, jdbc, oracle* knowledge working implementation experience in cloud deployments distributed database technologies * knowledge of implementation experience with classloaders, multi-threading, * experience with web services (jax-rpc, jax-ws, jaxb, rest/xml-over-http, soap, wsdl)* familiarity with maven, svn git* good understanding of network basics security* shell scripting regards,samaira gs-square technologiesm - 646-688-3233samaira@s-squaretechnologies.com",java,2025
"web development (java developer) - bilingual korean required job description:samsung sdsa is looking for an experienced software engineer to support system with the maintenance, development, implementation of customer’s intranet systems. the candidate must have a solid development background across multiple technical disciplines including j2ee web application development, java client/server development, database development. responsibilities:the role will primarily involve server-side design programming work, but will also include some traditional user interface application module development as well. responsibilities cover the entire development lifecycle, from requirements gathering brainstorming, analysis, coding, testing documentation. qualificationsbachelor’s degree required5+ years of server/client side web application programming experiencestrong java skills object oriented design experience, including working knowledge of core libraries, design patterns, jsp, servlets, ibatis, struts/spring framework j2ee.excellence database development skills including advanced sql programming, a solid understanding of database technologies, logical physical data modeling.deep knowledge of the latest web standards including html5, ajax, css3.ability to analyze decompose a complicated software system design a strategy to develop server system. preferred skills:goal oriented self-motivated.experience with unix/linux. systems administration skills a plus.ability to balance between multiple concurrent projects work in a dynamic environment.experience in a high-volume critical production service environment is preferredexperience in analyzing troubleshooting.experience with workday hcm (human capital management)bilingual in korean english.",java,2025
"front-end developer- html, css, javascript front-end developerlocation: philadelphia, pa 19103requirements:5-8 years of front-end development experience building accessible, cross-platform web sites web applications.javascript, html, css. experience building web applications.additional preferred skills:experience with at least one javascript testing library (jasmine, mocha, chai, sinon, etc.) & test runner (karma, teaspoon, web component tester, etc.)knowledge of npm & gulp.knowledge of source control systems (git, subversion).knowledge of continuous integration deployment tools (anthill pro, jenkins, travis ci).knowledge of web performance best practices.experience with analytics big data (omniture, splunk).agile development experience.devops experience.",javascript,2025
"senior software developer us tech solutions is seeking a “senior software developer” for a 06+ months contract position with a client in holmdel, new jersey. responsibilities:evaluating business technical concepts to determine feasibility, effort time-frame.work closely with all teams including other development teams, product operations.typical assignments include hands-on development of prototypes, platform evaluation, scalability, cost effectiveness, technology selection team mentoring.work alongside implementation teams, assisting with the implementation, supporting integration qa working with the various teams for a successful deployment.as a lead, he/she may be pulled in to troubleshoot issues in areas like web front-end, back-end services/apis databases. requirements:strong java knowledge.strong knowledge of ruby.knowledge of perl python scripting languages. knowledge of multithreading socket programming. working experience in unix-like operating systems (linux, solaris). experience developing utilizing web services knowledge in unit test automation. excellent communication skills (listening, oral, written). ability to work under high pressure in a fast-paced development environment. ability to support applications in production ba/bs computer science related field 7-12 years’ experiencethe candidate should be proficient in several programming languages database technologies.the candidate must be able to present solutions to a technical non-technical audience.hands-on knowledge implementing soap rest servicesworking knowledge of git, puppet, soapui if you have the described qualifications are interested in this exciting opportunity, apply today! benefits of working with us tech solutions: as a us tech solutions consultant, we are proud to offer access to the following benefits:medical dental insurancebi-weekly payroll401k planaccount delivery manager for client supportsuccessful re-marketing programreferral program with the opportunity to earn additional income about us tech solutions: us tech solutions is a new age leading total talent solutions provider. our current revenues are in excess of $140 million annually. our staffing solutions include multiple labor categories like it, scientific, clinical, engineering, finance, professional. we currently support over 80 fortune 500 clients are a top supplier in various contingent labor programs. we have established a coe for delivery in each labor category. we have multiple customers across verticals including finance, pharma, healthcare, utility/energy, insurance, public sector, telecom technology/si. us tech recruiters delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience goals. to about us tech solutions to view all our available career opportunities, please visit us at “us tech is an equal opportunity employer” “us citizens & all other parties authorized to work in the us are encouraged to apply.” thank you for your time. ashwinus tech solutionstel: 201.932.1562email: ashwinik@ustechsolutionsinc.comurl:","java,python",2025
"analog design engineer nj join our team working in a casual work environment on very exciting technologies. sterling medical is dedicated to providing quality on-time software electronics development test services to medical device manufacturers. you will be proud to participate in the development of products that will save enhance lives around the world. analog design engineerlooking for an analog electronic design engineer with in-depth experience in the design of custom rf, mixed signal, control data acquisition electronics. this is a very hands-on design prototyping role will involve engineering new electronics with very demanding analog design requirements. you’ll have the opportunity to work with a small engineering team where you can work on full lifecycle projects make an immediate impact. experience building/designing analog building blocks such as:opamps, comparators, biasing circuits, current mirrors, oscillators. digital-to-analog (dac) converters, analog-to-digital (adc) converters, phase-locked loops (pll’s).ac dc motors, motor drivers, gate drivers.filters / equalization, including but not limited to continuous time filter, discrete-time filters, fir filter, dfe.ldo regulators, switching power supplies (buck , boost, sepic), precision / low drift references.wideband rf front end receivers, low noise rf amplifiers. rf mixers/amplifiers/filters).some experience with cellular, medradio, nfc/rfid designs.working understanding of antennas / antenna design.experience with high frequency pcb layout; altium experience preferred.experience power supply designs as high as +1kv is a plus.ability to work on multiple projects.understanding origins mitigation of electrical noise.responsibilities:design (analog), prototype (procure, build, test), document support mixed signal electronic controls. translate system level requirements into unit level engineering specifications. provide development cost time estimates. lead small project teams provide technical mentoring to less senior electronics designers technicians. requirements:bachelor's degree in electrical engineering; advanced degree preferred.5+ years of experience in design of analog mixed signal control electronics for highly integrated hardware/software products with demanding technical performance requirements.experience with emc, emi mitigation, regulatory compliance the low voltage directive preferred.experience with complex rf measurement equipment (power meters, network spectrum analyzers, etc.), spice, labview, matlab, rf analysis tools.occassional travel to business partner customer locations, including internationally (less than 10 days/year).must be physically capable of lifting 25 lbs without assistance. compensation depending on experience. local candidates only at this time, please.sterling medical devices is an equal opportunity employer.",go,2025
"ios developer ios developerloc: warren nj6 month+ extension contractdescription:enthsquare is seeking an experienced ios developer with 2-4 years experience with android, ios, java, sqlite, linux, blackberry os.candidate must have experience in designing developing rich user interface for mobile devices, be able to design code from specifications, analyzes, evaluates, tests cases, debugs, client stakeholder documents, through implementation of the complex mobile application. knowledge of other contemporary mobile platforms linux-mobile, equivalent are also highly desirable. candidate must have solid experience with java, oop, design pattern, multi-threading. candidate must have experience in working on agile development environment. be able to participate in the evaluation, recommendation, selection of hardware software solutions. have great communication skills, be able to present ideas products to varying departments interface with various stakeholders within the organization regarding new deployments. must have knowledge, skills abilities:complex problem solving skillsproblem solving skills needs analysis designenterprise sdlc, software development phases, preferably agile environmentorganizational skillssocial skillscommunication skillsmust have technical skills:android ios sqlitelinux, blackberry os.productivity softwaremicrosoft excel *java, oopexperience with tcp/ip, httppreferably process practice certification, agile environment education, skills:ba in cs from qualified 4 year university ​thanks,kumarmanager-recruitmentph: 571-267-5915email: kumar.d@enthsquare.comenthsquare technologies411 state route 17 suite 120hasbrouck heights nj 07604",java,2025
"full-stack developer this financial technology platform is looking for a fullstack developer experienced working the back-end of a rails application as needed. someone to work closely with our designers, ux, marketing teams to implement pixel-perfect engaging front-end experiences within our market-leading alternative investment platform.the technologies you'll be working with on a daily basis include angularjs, css, ruby 2, rails 4, postgres, redis, aws, just to name a few. in addition working closely with product management to work out new features, be given the opportunity to work on all aspects of the application. we follow an agile, kanban, development methodology.their platform has an interface automated subscriptions, administration reporting, making it a powerful complement for a thriving high-net-worth advisory practice.skills & requirements2+ years front-end work, pushing the limits of javascript css2+ years working modern front-end framework, ideally angularjs but react ember/backbone 1+ years working with ruby+rails for immediate consideration please send your resume to: patrick@ispossibleintech.com","java,javascript",2025
"vc backed fintech startup - sr. python my client is a fast growing vc backed fintech startup located in manhattan looking for several sr. python developers with 3+ years of experience. this is primarily a backend opportunity, mostly new development that will be responsible for building out the platform in python. they are currently working with mongo but moving into postgres on the database side. external api integration pluggin experience is a plus. experience with angular django/flask is a plus. they also have a sr. python data engineering role that requires significant experience with databases architechting a system.salary commensurate with experience competitive benefits package. they are looking in the 100k-150k range if you're qualified interested, please send a copy of your resume to nyjobs@cypressg.com for immediate consideration. local candidates only please.",python,2025
"java developer (java, rest, angular.js) note: for further information please contact sonal hatila at sonal.hatila@collabera.com at 973-854-6206job title: java developer (java, rest, angular.js) location: nyc, nyduration: long term job description:key skills: java programming, j2ee, rest, api, spring, angular.js, javascript, html5, sql ci/cd tooldesired skills: cloud based development (aws), atddrequired skills:must have experience with core java / j2ee application development skill (5-8+ years)must have experience with building / creating restful webservices & soap based webservices.must have experience with spring framework.must have experience with angular js.must have experience with javascript, html5, based developmentmust have experience with ci/cdmust have experience with strong oracle/ms sql server skillsmust have experience with sql experience with oracle/postgre/nosqldb, pl/sqlmust have experience with xml based scripting data transformationmust have experience with a gile development methodologiescoordinating others work while involved with multiple work streamsdeep knowledge of diverse technologies new current architecturesmust have excellent communication skills.provides clear concise communication with project team mid-level managementleading projects involving third parties suppliersmust have good personality right attitude.","java,javascript",2025
"lead python backend engineer highly successful/ heavily funded innovative start up seeking a lead python developer working with a team of other backend engineers to build the backend infrastructure that drives platform. looking for someone passionate about data performance.on a typical day, you will:• help lead backend development engineering• design architect features from the ground up for a rapidly growing business• improve contribute to current development engineering practicescandidate qualifications:• worked as one of the engineers on large scale internet applications who have played an instrumental role in its development design• experienced python developer • having a diverse knowledge of other programming languages is a plusc• solid understanding of software design principles• experience with at least one database engine (mysql, postgresql, mongodb, cassandra, etc.)",python,2025
"senior gpu engineer position details:industry: telecom / wirelessjob title: senior gpu engineerlocation: warren, nj - 07059duration: 6+ months (high chances to get extension)requiredexpert knowledge of at least one graphics api -- opengl, directxmust have experience with the following:cuda opencl (cuda preferred)porting/optimizing algorithms for gpuparallel programming algorithms techniquescommercial graphics engine experience building graphics enginescross-platform development (windows linux) experience with some of the following is desired:volumetric reconstruction rendering techniquesvideo codecs video compression techniquesvideo capture processingmobile platformsopencvshould you have any questions, please feel free to reach me at 973-637-1978 you can email me at deeksha.mathur@collabera.com",go,2025
"full stack engineer, games the new york times is looking for a full stack engineer to work on our world-renowned games products, including crosswords, the upcoming diversification into new games platforms.a little more about us:the games team is a small, cross-functional team within the new york times tasked with building great puzzle experiences on a variety of devices platforms. we’re evolving our existing crosswords portfolio developing a native android app, continuing to iterate on the gameplay experience on ios, experimenting with new puzzles that we are building from the ground up, are heavily investing in our api infrastructure to enable new types of gameplay, create more maintainable code, enable new product experimentation with ease. our team cuts across all disciplines, are staffed by people who are passionate about our products work together to provide a world-class experience for everyone who plays our games.our group focuses on user-centered design, is composed of tightly knit, interdependent representatives from product project management, development design. through iteration, testing, empathetic research experimentation, the games that are delivered are designed to constantly evolve, the team members constantly strive for improvement.who we’re looking for:we are looking for an experienced full stack engineer who enjoys thinking about product development empowerment, supporting iterative design workflows, enabling product experimentation through repeatable expandable systems design.across beta, we use a mix of ruby, php, go node to feed a variety of web stacks, some of which are built the old-fashioned way with a wonderful mix of application logic presentation, others of which are built as isomorphic react apps that use css modules hot-loading. full stack engineering in games is primarily focused on node/react go, but the diaspora of technologies a developer will encounter is significant.to be successful in this role, you must…have experience authoring reusable full stack application containers using frameworks like express, hapi, gokit revelbe able to design applications with extensibility in mind, while considering efficiency the burden of developer onboardinghave appreciation for working in a heterogeneous development environmentunderstand performance tuning at numerous levels of an application stack, using services like new relic for monitoring developing caching strategies with systems like varnishhave a deep appreciation of the value of javascript-only applications, with considerations for babel-supported es6/7 efficienciesrequirements experience…many years worth of development consuming apis (preferably rest, graphql, falcor the like)experience developing reusable middleware for both internal use external evangelismstrong understanding of webcomponents their intersection with react components, polymer developments the future of web standards",go,2025
"trading system developer, c#.net global fixed income trading firm seeks a c# .net application developer to join its front office it application development team. will be responsible for design implementation for firm’s core trading risk management technology platform. position requires:bachelor’s degree in computer science, engineering similar degree.strong development skills in c#, .net platform for building web services applicationsclient side web development skills html/javascript frameworksbasic knowledge of capital markets preferred if interested, please refer to job 22182 send an attached resume to tim@analyticrecruiting.com keywords: c#, .net, html, javascript, trading systems if you are a suitable candidate, you can expect:a follow-up call to further discuss the position, your interests expertise.your resume will be sent to our client(s) only after we obtain your approval.","c#,javascript",2025
"java developer with banking payments exp.. java developer with payments exp.. @ jersey city, nj/ tampa fl for 12+ months contract must have skills:8+ years of progressive growth experience preferably across business it roles.candidate has retail payment credit card mortgage experience. corporate payments would definitely be great.4+ years as a architect with the ability to see & present “the big picture” offer solutions to make it better.3-5 years of experience with development of production deployed solutions3+ years of experience leading transformative initiatives in large enterprise organizations working across multiple lines of businesses if preferredstrong j2ee solution skills.development of it architecture on multiple major solutions is required.bachelor's degree in computer science related field, equivalent experiences is required",java,2025
"mechanical engineer submarine systems 2249 mckean defense is seeking a mechanical engineering candidate to support submarine fire protection systems , including engineering design, research, development, test evaluation programs for the naval surface warfare center, philadelphia division. candidate duties will include the following: - provide mechanical engineering support for shipboard hull, mechanical electrical (hm&e) systems such as propulsion, auxiliary systems, hydraulic systems, material handling, fire protection, ventilation, habitability. - apply mechanical engineering principles to support systems engineering design, production engineering, test integration engineering for various shipboard hm&e systems equipment, research development programs. - review specifications, technical manuals, other technical documentation that relate to hm&e systems, research development programs, provide technical recommendations. - assist higher level engineers scientists in mechanical engineering tasks, project management tasks for assigned projects. - provide direct support to the assigned program technical manager. - assist with preparation of proposals, cost estimates, presentations reports, research technical information to support design systems. - support project planning execution efforts for research development, investigations, analyses, testing. - recommend improvements in design, operation, maintenance safety for assigned systems equipment. - provide supporting technical logistics documentation relative to recommended design improvements performance requirements. - resolve all equipment systems issues with the appropriate subject matter expert(s). - facilitate effective government industry team relationships. required skills- bs in mechanical engineering, similar engineering discipline - excellent communication skills, both verbal written - experience with microsoft office suite - security clearance requirement: candidate must have active secret clearance, be clearablerequired experience- experience in mechanical systems engineering design development- naval experience in shipboard hm&e systems preferred- experience with mechanical systems for u.s. navy submarines- technical writing skills; technical manuals, material specifications, process instructions- project management experience; proposals, cost estimating, scheduling, program review, correspondence with sponsors- knowledge of sep (systems engineering process) equal opportunity employer–minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.mckean defense group is an e-verify company.",go,2025
"core java developer synechron on behalf of our client, a global leader in the distribution trading of equity, equity-linked equity-derivative securities is looking for core java developer to perform strategic renovation for real-time trade capture market/reference data gathering to support the cva trading desk. this is a full time role is located in new york.the specific job role is as detailed below. synechron is a recognized leader expert in building business value for global financial services fortune 500 companies. with offices in usa, canada, uk, the netherlands, uae, india, singapore, hong kong japan, we provide strategy, architecture, bpm, design solutions professional services for the implementation of enterprise level data warehouses, data delivery transactional systems. our staff of 4000+ employees includes industry-recognized published experts in enterprise architecture, information management, data warehousing, integration architecture, web services business intelligence job role*to work with users architects/developers to understand business/technology requirements, derivative products, existing data flows in order to renovate enhance functionalities.*this role requires an individual who is experienced in large-scale development complex data flow systems & market/reference data gathering to support the cva skills required: *strong experience in core java with multi-threading*good understanding of spring & hibernate & design patterns. *demonstrates strong oo analysis design skills.*background in database-driven applications, including sql, table design, performance tuning with ibm db2, sybase any other major rdbms. *good experience with real-time, event-driven systems service-oriented architectures. *experience with enterprise messaging systems, including message queues pub/sub.*strong communication skill with good client facing experience if you are interested in this role please do mail us the latest word copy of your resume along with contact details to altaf.shaikh@synechron.com",java,2025
"web developer (php/laravel) position title: full stack web developerjob location: cherry hill, nj denver, co about the joboperations compliance code web team is looking for an innovative driven full-stack developer to build a powerful web experience for our customers. this position will report into the manager of the code web team. in this role, you’ll work closely with operations compliance csa teams to strategize, design, develop a web experience that communicates effectively with our customers delivers a seamless product. this means everything from the customer-facing presentation of our message to the back-end architecture to ensure up-time, security, quality. you are a problem-solver who obsesses over getting things exactly right has an eye for presentation user experience.what you will be doingcollaborate cross functionally to understand execute on strategieswork daily with the project manager to maintain project deliverables provide statusassist in developing a web presence optimized for clear communication availability accuracy of tools metricsplan help build new features for the website, including new interactive experiences that go beyond the normtweak, redesign, completely overhaul, experiment, explore new ideas, try, fail, succeed, learn continuously improvecollaborate with additional teams to optimize the integration of teslaadministrate products to implement designs using html5, css3, sass, ajax, jquery, sql other relevant languagesapply front-end design patterns, trends best practices to ensure sites with optimal speed, cross-browsers compatible high usabilitypractical knowledge of web page optimization techniques for fast page load times web infrastructureensure tesla websites are never offline by collaborating with our internal team our offsite vendorsserver site maintenance of multiple websites. spin up optimize apache web servers the mysql database.troubleshoot client-side scripting using libraries to add functionality to the uxwork with it security to resolve firewall security issuesbackup of databases for major launches/changesin conjunction with operations compliance csa, ensure optimized integrations with other demand generation channelsensure data integrity with tesla to resolve any integration issueswhat you will need for this positionbachelor’s degree in web design equivalent experience5+ years advanced html, css, javascript, jquery5+ years working with integrating restful api's building single page applicationsknowledge of software implementation best practicesability to quickly learn new concepts softwarecandidate should be a self-motivated, independent, detail oriented, responsible team-playerability to manage multiple date-driven tasks concurrentlyself-starter with a natural willingness to get the job donethorough attention to detail, quality precision** key is php with either laravel symphony frameworksunderstanding of the different design approaches how they relate to user experience is key; fully versed in responsive web designstrong desire to create defect-free software that is high quality maintainableexpert level knowledge with the lamp stack is a mustan appreciation for the importance of testingthorough knowledge of mvc frameworks, prefer laravel (version 4 higher)previous programming experience in php, behat codeception (both would be great)html5, css3, jquery, ajax, sqlconsuming webservices (soap/rest)phpstorm, eclipse, sublimephpspec phpunitgitlab/github/gitlab cisass, gulp, npm, bowerjenkinsexcellent problem solving communication skills working with the team across the companydesired skills!vagrant/homesteadsymfonyvue.jsredishighchartstwitter bootstraptype of assignment: contract through eoy then extended through 2017 (open ended) interview process: phone + f2f","javascript,php",2025
